id	text	class_label
11314	V good	0
11315	Why this apps sometimes working some no	2
11316	Errors. Couldn't get anything out of it. No text message as promised either ! I'll uninstall it. Don't have time for playful developers	1
11317	Some people say that the app is using BLUETOOTH and GPS, of course that is how the CoViD-19 Exposure API works. Apple and Google clearly said that it will use Bluetooth to ping bluetooth signals from your phone to other phones within the Bluetooth Range (kahit i-search mo pa sa Google). So if using this app, PLEASE 'wag nyo i-off ang Bluetooth. It will render the app useless. App is great but I think the developer of the app should team up with DOH to provide some case info kasi based dito sa app wala paraw CoViD cases dito sa amin even though na mayroon na. 3 Stars lang rating ko kasi some data (like ilang taong positive sa isang lugar) are incomplete. Always remember guys to wash our hands, wear face masks and observe social distancing. Together we heal as one!	0
11318	Draining my battery! What did Google do?? It was working fine up to a few days ago & now I need to charge my battery every few hrs because of this app	1
11319	Keep prompt OTP incorrect, use NRIC also errors.	2
11320	Great	0
11321	Good	0
11322	Doesn't accept my phone number...have tried 2 different ways...comes back stating its invalid number. Cannot go any further	2
11323	No English ??????	2
11324	Excellent app and amazing effort.. wish you all the best insha'Allah.. One note though.. the app is heave on battery consumption and Bluetooth activity.. this is evident in reduced battery life and heating in many Android and iPhone devices. Small tweaks and fine tuning and all will be perfect. Qawahum Allah. Ramadan Kareem Maged.	0
11325	Having issue to obtain otp for huawei device. Please advice.	2
11326	NICE	0
11327	Very good ... App	0
11328	I can't use or register ehtrazz app	2
11329	I had to delete this app as it is draining my battery. When this issue is fixed I will download it again	1
11330	Very good, easy install	0
11331	No privacy for covid-19 test result at all...all you need to put is the emirates ID for any person and get the test result	1
11332	Thank you for listening to huawei users. I am pleased to say the app works on huawei p40 pro.	2
11333	After installing the new app and delete the old app the new app don't recognize my nric no. Is weird and cannot log in why???	2
11334	Uninstalled - waiting for the update to the DP-3T decentralized protocol used by Germany (and approved by Google and Apple) that protects privacy and doesn't need all encounters stored centrally - only uploads encounters to government servers when a person tests positive and contact tracing is actually needed.	1
11335	This is a very good app especially during these times....	0
11336	works seamlessly on my android	0
11337	Lousy app. Does not work well	2
11338	Very good, me and my kids visit here often. They got very good service and lively atmosphere that is family friendly. 10/10 would come again.	0
11339	Fine for a couple of weeks, then phone overheating and battery performance takes a nose dive. Plenty others seeing the same issues.	1
11340	Unable to go beyond hp numbr to get Otp... why? It says im not connected to wifi when im certainly on. Pls assist.	2
11341	Stops itself at times but makes user feel they are 'doing the right thing'	1
11342	Easy to install and will save lives!	0
11343	This app robs your phone battery	1
11344	Good	0
11345	Good very	0
11346	Keep saying validation fail.	2
11347	Easy to forget to check in. I'd suggest a notification to remind user to check in each day if they haven't already.	0
11348	The app is not opening in my samsung mobile. Any suggenstions...	2
11349	I cannot register properly, date selection doesn't work as well ass the OPT.	2
11350	Fast and convenient to check in after its updated to latest version. Did not overwrite the previous location after checking in the next location. Good app to use! (:	0
11351	Keep crashing after installing	2
11352	Drains my phone battery terribly badly. After installing app and giving it all it's requested permissions my phone feel warm the entire day and when I checked, it's battery drain was whopping 40% ! Omg, this app is gonna damage my battery really soon !	1
11353	Nice app	0
11354	Huawei P40 Pro stuck at get otp screen. Please help.	2
11355	This app should be compatible with prior versions of iOS	2
11356	Good tracking	0
11357	Flattens the battery in less than 8 hours	1
11358	Top	0
11359	Was working well but did drain my battery. However 3 days ago I am getting notifications that it is not active, however when you open the app it is active.	0
11360	Informative!	0
11361	Its realy helpfully	0
11362	No problems with the app as far as I am concerned. Better to be safe than sorry.	0
11363	Could be heaps better if it allowed you to put in a note for a place you’ve been that doesn’t have a QR code to scan	2
11364	Please guide how to add date of birth? I try to make sign up but i am unable to add my date of birth.	2
11365	Much more information. Keep going you are doing great. Its a learning curve to us all.	0
11366	Good	0
11367	Very informative, reassuring to have this app. Well done	0
11368	App works well, hope this helps the nation.	0
11369	Did not get login screen,	1
11370	An essential app, which is the need of the hour.	0
11371	After update, application is crashing on Redmi Note 8 Pro.	2
11372	Best	0
11373	Not able to register as it says my number is not valid?	2
11374	Good effort but this does not work on my phone please make it better to work on older mobile phones	0
11375	not getting any response or help from this app	2
11376	Good idea, but needs fix for the SafeEntry scanner. I have to say, the SingPass guys did wonders to their scanner!	2
11377	It the young people that are bringing it home to there mama dads there grand mama grand dads I do see them out on the streets no young man woman are wearing masks the don't where I live and that for suar	1
11378	Phone overheating and battery draining. Uninstalled.	1
11379	Bullshitt app. Very disappointed.	1
11380	The app is devouring my battery!! Getting half the usage time	1
11381	Excellent	0
11382	A great way to get the country moving again. Most service providers and other apps collect infinitely more data.	0
11383	Inhibits connectivity with other bluetooth devices	2
11384	Stuffs up my Bluetooth	1
11385	Useful tool but battery utilisation is too high. Need to optimise battery usage.	0
11386	Good and easy to use	0
11387	Good	0
11388	I removed the app 10 days ago ater getting battery draining warning and my phone overheating, I reinstalled when I saw the issue was resolved but after 15mins my phone was hot again so I removed the app again. My phone works perfectly once I remove the Covid App, very unsatisfactory as I want to use the app.	1
11389	Top	0
11390	I have used this app in uae and it registered my test results on june, now i restarted the app abroad because im returning to uae, it doesn,t open also the scanning massage is working on bluetooth. Should i uninstal it, and reinstal it??	1
11391	Simple app, works in the background... (added the 5th star, as now it supports English)	0
11392	Consumes too much battery	1
11393	Cant chabge the country	2
11394	Not user friendly and full of stupid limitations	1
11395	These is very important app	0
11396	Awesome...when it's finalized.	0
11397	I don't have a phone number and I can't use the trace together app as I don't have any data so I will stay scanning my student card	2
11398	Too much interference, my radio app keep getting cut off, battery is draining faster with bluetooth on.	1
11399	App go direct to log in without asking for creating account	1
11400	I couldn't log in and it is always temporarily unavailable	2
11401	Scanning of qr code cannot work. Tried to scan for 2 days safe entry code but it only pop up error message to ask me if the qr code is indeed the safe entry code. Alternatively, my fren managed to scan using the same app. Why?	2
11402	Need to address battery drain issue .. and show its usage in the battery usage chart Need to allow automatic (probably GPS based) turning off when at home Need to have clearer icon on notification panel to indicate whether if the app is running. Really need to improve in these areas if you want everyone to adopt it actively during this period of time.	1
11403	Simple and only ask very general and non intrusive information	0
11404	Easy to install	0
11405	Ok	0
11406	I cannot make an account because it says that my IC number is invalid. It does not make sense,how can I IC number be invalid. Please fix your problem.	2
11407	Not good	1
11408	Not able to login	2
11409	Good	0
11410	Good	0
11411	I don't have Emirates ID number. How can I check my covid19 test result? Thanks	2
11412	Completely ruined my battery. Since downloading my battery drops a percentage by the minute, even faster if my phone is in use. Even when not in use and data/Bluetooth is turned off, my battery drains itself. Have uninstalled but am still now facing battery issues.	1
11413	1 star for not using the baked in API provided by google and apple. Would not trust this government with my fecal matter let alone any data. I tried and deleted the app. Developer is lazy and government is untrustworthy.	1
11414	new version not working. please clear this issue	2
11415	Very good	0
11416	Very disappointing app.	1
11417	Initially was working fine. Recently notice that it is not working when I was at crowded places like hospital, market. It show "0" exchange since recent update on new display presentation (e.g 0-5). I tried off Bluetooth than on again just capture a few . Plse look into this issue since beginning October 20. Lately it seem that it only captured maybe those arround must be longer than( number of minutes instead of of just passby). It registered lesser in number instead of in hundreds.	2
11418	Great app, works smoothly without any annoyances, and has a simplistic design. Code is open-source, available on Github, and the builds can be completely reproduced.	0
11419	Easy to register	0
11420	Horrible user experience as it keeps disconnecting other Bluetooth devices. It's really infuriating.	1
11421	I found this app needs a Andiod version 6.0 and above. Not compatible for low versions. So All the Mobiles with low version FAIL to Install it. This app should be UPGRADE for low vesions also. Thanks.	2
11422	Very useful.	0
11423	Smooth download to Android phone	0
11424	Nice	0
11425	Battery drain	1
11426	Great, but mobile Bluetooth cannot on	2
11427	Very annoying not to have the option of installing the French version. The English version doesn't seem to update most of the data very regularly (some of the figures are a week old!) And it would be interesting to have more personalized data - how many Bluetooth connections made with other phones seems a necessary minimum.	1
11428	downloaded the app from Google play store but failed setting it up as the app says I entered a invalid nric number. reinstalled multiple times and rechecking the nric number numerous times. Still failed.... can someone fix this?	2
11429	I have been trying to load this app about 30times. When i put in the PIN and upload in says Invalid PIN. Pls assist.	2
11430	Nothing very interesting and needs to updated on a regular basis. I don't really get the point.	1
11431	What's the point of the app when I can't even sign up? Requested otp for 3 times..	2
11432	Very good applications	0
11433	Good	0
11434	Super	0
11435	Simple, efficient, useful	0
11436	Useless... My mom was suffering from Covid and I admitted her in hospital. I submitted my mobile number there and after that when I opened up Arogya Setu app, it showed me as a covid positive patient. So, this means that Arogya Setu has nothing to do with facts. And its useless as per my personal experience.	1
11437	Good	0
11438	Super	0
11439	Can't open	2
11440	Easy	0
11441	Quick and easy to install. No issues. Appropriate time for this app.	0
11442	Battery drainer!!!	1
11443	Unfortunately this app is unhelpful for lower class people	1
11444	Cannot scan QR code. It says no network connection. I have updated the app, uninstalled and re installed, still same error.	2
11445	This version still not updated. IPHONE App store is alrdy version 2.4 and can check-in group entry.	2
11446	Someone I know said they were feeling 4 symptoms on the app so we could actually see if the app notifies anybody else that they have been in contact with someone experiencing symptoms and over a period of 3 days not a single notification on my app or anyone else that he was in contact with (people he lives with & his collegues) and the HSE hasnt contacted him either. So to sum up in my personal experience this app is to make everyone feel safe, but when actually tested will fail.	1
11447	i tried to log in the app but its showing that "ID card expired", my id is expiring on July -26-2020. could u pls hlp me to fix this.	2
11448	Excellent thanks for the update	0
11449	This app is expected to do just one simple thing to allow foreigners to fly to Turkey. Yet it just doesn't work.	1
11450	The best for Covid 19 appointment and profile details	0
11451	Apple and android both cannot working	2
11452	Ok	1
11453	Resquests access to location data in addition to blue tooth. The app does NOT work on IOS apple phones. It may say its running in the background, but with reduced abilities due to the way IOS is set up, the app has to be open and om the main screen for bluetooth to work here.	2
11454	Very good information	0
11455	85% to 0% in under 3 hours......uninstalled	1
11456	I can't even open the app!!!	2
11457	Just loged in (downloaded) easy to follow info.	0
11458	Buggy. Fix it. Big time.	1
11459	Can't even proceed to update my app even after input all personal informations required and it didn't even prompt what went wrong.	2
11460	it is very nice app and it also help in this pandemic control.	0
11461	I just can't sign in!! Everytime I type in my IC number, it says invalid number, please fill in the part in red that is wrong... Look forward to hv this fixed soon!	2
11462	This is a great tool to monitor your family's health and access COVID-19 updates. You can also use this app if you want to send help. Moreover, you can scan your area to check if there are people with symptoms. It is also good to know that is developed by Filipinos. Awesome! Thank you, StaySafe Team!	0
11463	This the worst app i never see	1
11464	Disgusting, not accurate	1
11465	Perfect.	0
11466	Nice	0
11467	Must be updated regularly for location based information in Radius Alert Option	2
11468	Apparently my phone number I've had for over 8 years is invalid. Tried 14 times, couldnt recieve a pin therefore couldnt register. Deleted app.	2
11469	Good	0
11470	Very good \ud83d\udc4c\ud83d\ude0a	0
11471	Not update quikly	2
11472	Very easy and convenient to check in and out just add to favourites.	2
11473	Dear Team we have many talented developers but you make this app which is only show the number. No radius alert shown. No location of the covid patient whenever I open this app just showed number only	2
11474	Today the app was showing an update required message... Once updated the app. Is not opening at all. Tried several times by uninstalling and also restarting the device... Still the same. Any help will be greatly appreciated..	2
11475	Good	0
11476	My Bluetooth earphones consistently cuts out every few seconds once this was installed.	2
11477	Super	0
11478	Good	0
11479	Be very helpful that you.	0
11480	Good app	0
11481	Good	0
11482	Simple to install. Uses your default language (English). Easy to use and understand	0
11483	The application won't allow me to enter the pin as the app is not responding. I have tried to uninstall & reinstall but same problem.	2
11484	Good app	0
11485	The app worked well but I noticed at times when I was out that no checks had been made. I did recieve an alert to isolate for 14 days which I did, yet on the 5th day into isolation I got another notification saying that I've been exposed and have to isolate for 14 days. I hadn't left to house, I didnt even leave my bedroom so I'm not sure how accurate this app is which is why I removed it.	2
11486	This app is so invasive on privacy, why it access all your phones functions when app says only bluetooth is required. It drains so much power too on old phones. Please fix your app.	2
11487	Good	0
11488	Please fix the app	2
11489	Hi. I've had to remove the app as it was causing my battery to run down and heat up. Only happened recently after I applied an update to my phone OS from Samsung. Am going to try and reinstall to see if it will work again, but not a happy bunny... ??	1
11490	Doesn't work !!	2
11491	Good	0
11492	This app was working fine until today 9th June morning. But it prompted for an update. Even after updating it still showed that an update is required. Since there was no other option I re-installed the app. But it never works after that. I am wondering how do go out tomorrow. Even for work. Any solution?	2
11493	force close	2
11494	As of today, it wants me to turn location data on or it won't work. Has never asked for this before.	2
11495	I'm happy to do my bit, but I hate the screen clutter, the message that gets stuck on my notification bar "CovidSafe is scanning to keep you safe". Can't you get rid of this? I hate clutter on my screen and this will make me delete the app sooner than you would like. I will still turn Bluetooth on when I go out, but as soon as infection rates go down I'll delete the app.	0
11496	Not given OTP, if OTP given then not enough time allowed for input!! Can't confirm if registration is successful!!!	2
11497	This is a discriminate App. That only allows people from the 26* counties of Ireland Download which isn't on and ineffective to say. A shambles the W.H.O and European UNION should have made one for every citizen in Europe and we are all connected. NOW THAT WOULD MAKE SENSE . Very Silly . We have a European Government to do things like this and they couldn't have came up with a European Covid-19 Tracker . Seriously. Citizens of the North left out again .	1
11498	King of Bahrain in very good country	0
11499	Unable to get opt page while registering,	2
11500	Finally gave in an downloaded this. Had to copy my code to add and all downhill since then. Can’t access any alpha or numerical keyboard to enter info. Two weeks to respond to this problem is failure in my books even though some update seem to fix the issue and I was able to add visits manually within 24hrs if loading it. So mixed feelings on benefits	1
11501	Useless app	1
11502	I was a bit wary using this app for the first time but they have a secure login system where you can use photo ID to grant the app access to you NHS medical records. Once connected it was super easy to order meds, keep everything up to date and view previous medical inputs on your file. Very very handy and I got my meds as swiftly as I would ordering on my Drs website. :)	0
11503	Okay	0
11504	Very intersting and mind blowing application it's future and funcations is very well??	0
11505	Would love to do anything extra to help with tracing and controlling the spread of the virus but this app sucks the guts out of my battery and majorly interferes with other Bluetooth connections I have to my phone which are non negotiable so unfortunately I'll be uninstalling until I read these issues have been addressed. Poorly designed around such simple factors and functions, beggars belief!!	1
11506	Thank you	0
11507	Not even opening the app after installation. Deserved single star given and unistalled accordingly	2
11508	Great app! I watched it online how it works behind the scene and I can say that this will be a good help for the country. Also, user friendly sya kasi basic info lang ang need. I hope this can be implemented in Cavite as well!	0
11509	Good	0
11510	Will not accept my mobile number. Have tried on 2 different numbers across 2 days and different times of the day. Fix it.	2
11511	Battery drain very fast and my phone get hit after a certain period. Bad for the phone	1
11512	Nice for health and safety	0
11513	Drains my battery really fast. Although the UI is good and easy to use.	1
11514	I could not get otp	2
11515	It can be improve alot and Bluetooth technology should be removed.	1
11516	Its a good app when it works correctly. I came from a low risk country, UK on 1st September. My airport and day 6 covid results came back negative and my app is still yellow on day 12. I have tried everything people/ 109 have suggested. I have rang 109 numerous times and they dont help. They logged a ticket 4 days ago and said the tech team will get back to me but I have heard nothing.	0
11517	Battery settings keep changing	1
11518	I can't install this application in this Mobile (Samsung A10)	2
11519	The app can't update my details. Service was not available. After 2 hours, I reopen the app and my details update successfully.	2
11520	Good	0
11521	No one should be allowed into ireland through england for holidays. I have seen loads with campervan etc...this does not make sense	0
11522	Works fine on my S8. Do you have it for Samsung SMJ320ZN ? My partner can't get the app, it says 'NOT COMPATIBLE WITH YOUR PHONE MODEL' She's a health worker and would like it asap	0
11523	Good	0
11524	Very nice pic	0
11525	Good initiative.	0
11526	Very bad	1
11527	Not available for android lollipop. Sad.	2
11528	The app is great does not drain my battery and it is definitely working	0
11529	Pointless if you don't have a turkish number or don't speak turkish as 99.9% of tourists.	1
11530	I am unable to register myself, tried many times. The app kept asking me to validate my NRIC number.	2
11531	I thought this app would give information on my area, where there are covid cases.	2
11532	Tried installing at first time it works. Then status chance to yellow. Then auto log out. Tried register again exceeded the limit. Call up hotline 109 and the customer service told me to change number. The apps only accept the same number 3 times more then that it will not allowed to register. For this issue i have bought 4 simcard. What kind of apps only accept 3 times to register using same number? This is nonsense. The customer service is not helpful at all they can't do anything on the spot.	2
11533	It draining battery	1
11534	While I download the app on bluetooth for whole day but 0 exchange whereas all my frens hv so many exchange. Bern trying to reinstall n install back also same problem	2
11535	Drains battery too fast.... Had to charge like 3 or 4 times a day....	1
11536	Good	0
11537	Nice app	0
11538	Downloaded on day one and think it is a fantastic idea but ended up ordering a new phone due to battery drain and phone overheating so badly that it was to hot to touch. Since found out this was due to your app.	1
11539	App does not ask for personal details, adding your number is optional and it does exactly what it says it does	0
11540	Good	0
11541	This app is very best app in India	0
11542	The app doesn't work..not able to get enter or getting any info	1
11543	Nice and an easy application to use	0
11544	Good initiative. Works well.	0
11545	The app runs quietly in the background which is appreciated but the battery drain is too high. It is not practical for the general population to maintain apps on their devices which drain such large amounts of battery life.	1
11546	Good	0
11547	Please add alerts and cases. When the events finished remove from this APP	2
11548	Cannot install keep looking and downloading	2
11549	THEY MADE IT 	0
11550	Good initiatibe	0
11551	It is very helpful. Also I would like to suggest that timely update the decision made by the Govt to avoid the unnecessary messages or rumors on other groups. Thank you.	0
11552	Not working bruuuuh.\ud83d\ude10	2
11553	Been trying to register and it kept on saying they sent me an OTP but i'm not receiving anything. I checked if I entered my number correctly or I have a signal. There's nothing wrong with my end. Very time consuming	2
11554	No problem	0
11555	good app	0
11556	Thank you \ud83c\udde6\ud83c\uddea for developing such a good app	0
11557	Stops at the stage when it is supposed to send me an OTP.	2
11558	After the new update, i had to input my information again, but after doing so and submitting it keeps saying temporarily unavailable	2
11559	Should be more developped	1
11560	Not possible to download	2
11561	Great app concept, and they've just updated it to give detailed breakdowns on the current situation! Would recommend!	0
11562	Ever since update, the app couldn't recognize my ID even I remove and installed couple of times.	2
11563	Your team is not updating hospital status on time, please update on daily basis and you will get 5 stars from me......	2
11564	Simple. Unobtrusive. It just works	0
11565	Using Blue Tooth is depleting HP battery faster than the developer think.	2
11566	As needed, perfect and helpful	0
11567	Easy to use. Will save lives!	0
11568	Good	0
11569	The app OTP doesnt work. I've entered it the first time and it said, 'Something went wrong. Please try again.' I tried doing it thrice. But nothing. I wish to help, but this did not let me to. Tsk	2
11570	This is good app	0
11571	5.5mm 600mm has 8o9l8y	2
11572	Very Bad App not Showing my Result after 7 days also. Very bad. Customer care also not active. They are attending the call but no use.	1
11573	good	0
11574	Can understand	0
11575	Worked during lockdown but as of August it won't run and crashes.	0
11576	I think this app helpful	0
11577	Ok but not quick for finding info. Alerted by phone re new info but after exploring SMS alert still showing re app	1
11578	I want this app to work but I have to take battery back ups to go shopping for 2 hours, that's if it doesn't crash or freeze up. I think this is an important app, confused why it's completely hopeless. Needs a dramatic overhaul for the people that actually use and need it for work.	2
11579	Awesome!! This app is very useful, convenient and very easy to use.	0
11580	When I unlock my phone the app's icon in the notification area is a triangle with an exclamation mark in it then after about a second it changes to the shield with the Bluetooth symbol in it, this is suggesting to me that the app may not be running when my phone is locked.	2
11581	very good	0
11582	When login using NRIC, it indicated only require name and NRIC number. The date of birth and date of issue not required to key in. But if don't key in these 2 information, system refused to let you proceed. Scam app, give incorrect instruction.	2
11583	After updating the app. There seems to be an issue with scanning. I can't scan to check in at all.	2
11584	Its interfering with all bluetooth connect devices	2
11585	easy to use could be simplified further for elderly by using big buttons	0
11586	Superb idea.	0
11587	App removed due to excessive battery usage and ongoing interface with Bluetooth headphones.	1
11588	Concerned that the database sits in a datacentre fully owned by a chinese company. Gov needs to ensure privacy can be mathematically assured rather than legally assured	2
11589	Seems to be causing interference to my wireless earbuds (jabra)	2
11590	Good	0
11591	Great	0
11592	Good	0
11593	App won\u2019t accept my mobile number. Have reinstalled multiple times - very frustrating.	2
11594	Very good	0
11595	It's amazing App. All of us in Bahrain need this and should be used. ??\nI have suggestions, The App need a small enhancement, Currently it utilizes and using so much data while using iPhone setting as (Allowing the location ON as always). Thanks for your efforts and great idea.	0
11596	Good work	0
11597	I give 5star because this also is the best also this app detic you have corona or no	0
11598	Battery killer	1
11599	I first reviewed the app in June. Three and five months later and nothing has changed. The app has deactivated 3 times in a space of 2 hours. The last time whilst I've been out. I have to uninstall then reinstall. My Bluetooth is left on all the time, so that isn't the problem. What is the point of it ???	1
11600	I downloaded it because doesn't need wifi just bluetooth, I used it for check in entry but one of the guard in a shopping mall stopped me and ask my original IC instead ..	0
11601	Can you make a version of this app for the huawei app gallery?	2
11602	Very good	0
11603	I am not getting the otp	2
11604	Managed to find a fix for the battery drain.. Just click the uninstall button and job done	1
11605	Not opan this app in my mobile I need help way not opan?	2
11606	Works well now after the battery drain issue was fixed.	1
11607	3rd Edit:this app not only disturb the sound of bluetooth earpiece but disruptive to games n while watching movies maybe even other tasks or apps.. omg every min the movies will stagger for 3secs thus the sound goes intermittent. Tried uninstall the tracecrap n everything is back to normal. I wonder How much did the gov pay the app dev... for an app that "destroy" a person daily life =_=" seriously im waiting for the bloody token for my family... already got to bare the battery consumption.	2
11608	I think an excellent and useful app and a good idea. I know there are some people who would fear giving data to the government but these are extraordinary times. We all have to do our part to control this thing.	0
11609	Good	0
11610	Drain the battery	1
11611	Very convenient. Excellent.	0
11612	the app keeps asking me to check my ic again even though nothing is wrong with it	2
11613	Hi I'm not able to input my phone number - it says too many requests!	2
11614	good	0
11615	In a country that relies on passed down smart phones to its very disappointing and limiting that this necessary app won’t run on iPhone 5 (can’t be upgraded from iOS 12 to iOS 13), which is still an effective smart phone. \n\nThe developers need to look at a way to make it available on iOS 12	2
11616	As of today (13/8) I get alerts that the app isn't active. When I open the app, it decides it's active. When I go into settings, I ensure that it can access location at all times. But I still keep getting this alert. It stops being active when I lock the phone.	1
11617	Easy to use.	0
11618	impossible to activate!	2
11619	Good	0
11620	Like many others had to uninstall app as over last 2 or so days the drain on battery was excessive, from 100 - 30% in 2 hours. No issue up until that and though app was great. Will install again once issue resolved.	1
11621	Worked well- easy to set up. Joining the COVID fight \ud83d\udcaa\ud83c\udffc\ud83e\udda0	0
11622	Sudden disconnection in bluetooth headphone when watching movie in my phone since I installed this app. Bluetooth connection seems to disappear from time to time.	2
11623	I could not use this application. its not opening	1
11624	Safe check in QR code reader suddenly doesn't work past 2 days , I reinstalled as well twice but even doesn't work Tried to report to app developers there's no feedback option in the app home page Kindly fix it if there's any update required Mine recently updated app and phone also Device: Samsung	2
11625	Good	0
11626	Phone crash when trying to launch the app	2
11627	Thank you for this app i feel safe	0
11628	Very good	0
11629	Great take up	0
11630	Can't register as it keeps telling me my phone number is invalid	2
11631	Thank You	0
11632	Flattens the battery in less than 8 hours	1
11633	This app is draining battery so fast keeps forcing Bluetooth on.	1
11634	Great	0
11635	Good ðŸ¤©	0
11636	Great app for public health and safety but knocked down 1 star cuz it screws up with my Bluetooth earphones, disrupting my music and podcasts. And another star for draining my battery.	0
11637	So, i installed this gov app Turns out i'm in the red zone But that's it.. Now what? The app just give me information about that and 3 pieces of advice to stay 1m away etc.. - no detailed map (which area is also red zone other than my current location-- so i can avoid it) - no advice to stay at home during ramadhan - no information service for urgent matters (i know there is call center but why dont they give FAQ in the app) - if i'm in the red zone what i've to do?	0
11638	Good	0
11639	Good	0
11640	Shame less	1
11641	I hope can help but my covid test last October 1,2020 did not appear how and impossible I don't have result.	1
11642	So impressive.	0
11643	Great!	0
11644	Nice	0
11645	Failed registration because the cursor does not move to the next field. Cant click on the field to enter data because the field is covered by the 'Continue' button. No vertical scrollbar to bring the field up and enter data ??	2
11646	No rating. Unresponsive phone. Dragging power. Has to be a major rethink guys	1
11647	nice app	0
11648	Nice	0
11649	Require Immediate alert while connect with covid patient currently shows after 4-5 days	1
11650	No impact to phone operation. No battery drain. Bluetooth works fine with other accessories while this is on. Other than the icon, you wouldn't know it was on.	0
11651	Does not detect cases in my barangay/district. I am in a barangay with high covid 19 incidence. For a gov't backed app, you're not doing enough to recruit more users! From 500k last month to just 800k? that's a very thin data set you got there. At least try to actively get more people to sign-up and not just rely on referrals.	1
11652	Good	0
11653	Have tried IT, Fr and DE Corona Apps - this one is the best. Puts responsibility with the citizen to inform gov and protect themselves and societies.	0
11654	Still figuring out the app, no battery life impact as promised and no alert as I am keeping safe. But: My weekly exposure report came in with the same timestamps per day. I guess the app doesn't check only 8 times per day if there are other people around me. Or that it checks 8 times during the night if any of my exposures has contracted covid. It's unclear what exposure checks are (bluetooth or server checks) If you need more info I'll gladly provide it. Jef Neefs (Job software tester :-) )	0
11655	Super easy and user friendly app to keep safe. Just login and it takes few seconds to report symptoms daily. Well done??	0
11656	nice	0
11657	Good	0
11658	Great idea!	0
11659	Drains the battery No one is using	1
11660	Good	0
11661	sweat	0
11662	Won't accept phone number. Maybe you need to do an update. Tried 4 times and keep getting invalid number for my mobile. Not just happening for me but for other people I know too	2
11663	Cant use	2
11664	Good	0
11665	Easy to install. Works ok. For an app financed by belgian authorities I would have expected a multilingual (Fr, Nl, G) interface... This will increase adoption rate !	0
11666	Not working at all	0
11667	excellent service	0
11668	Very slow	2
11669	Can't RESTRICT even though I've opened within a month it still shows Error in my notification panel	1
11670	Good	0
11671	Good	0
11672	Works ok and has not had any noticeable affect on battery life. Download it, stay safe.	0
11673	Good	0
11674	App wont accept my phone number. Says phone number is invalid	2
11675	I appreciate the use of technology to combat this pandemic. But the implementation is nothing near to perfect. My app status still stays yellow even though, I finish quarantine last week. Follow up calls to 109/16000 is of little help. I tried to clean data, reinstall app etc, finally to exceed my registration limitation. I then had to use a diff no: to register again as 109 cannot reset my count. I cannot join my job & can't go out due to this. Hope tech team can iron out issues soon	1
11676	Not working after last update...	1
11677	After latest update, the app will close itself with no apparent reason.	2
11678	Excellent	0
11679	The app causes Podcasts to keep freezing for a few seconds. When the app is Forced Stopped the Podcasts play OK. This needs to be fixed (phone is Samsung S9)	1
11680	Very helpful especially we face a pandemic this season.	0
11681	All good	0
11682	Useless app	1
11683	This app will ensure tracking COVID 19 cases accurately.	0
11684	Nice	0
11685	My battery was drained as quick as a glass of Guinness when the pubs will finally reopen. Had to delete it otherwise my phone was dead in 4h or so. Too bad.	1
11686	Note:Bluetooth tends to drain phone battery if used for long periods on top other apps Areas of improvement: perhaps the check in and check out function for safe entry can be incorporated so we can see existing check in locations and allow us to via app scan to check in. N remotely check out without needing to rescan	2
11687	Hi, Now able to receive SMS OTP, thanks. (Hi, please rectify following problem: -After installing this app, when I use Singpass, request SMS OTP, unable to receive SMS (no response even after several request to resend). -Try to disable bluetooth, unable to receive. -Able to receive SMS OTP only after force stop this app.)	2
11688	Really handy in such difficult times.	0
11689	Had to uninstall the app before the weekend. my battery was dying in a matter of a couple of hours and my phone was overheating. am not sure if the issue has been fixed but I am reluctant to install again until I know for sure it has been fixed. it was great while it worked.	1
11690	Doesn’t even accept the mobile number. Waste of Government money	1
11691	Nice	0
11692	Error in registration, After installation, Every time I register it comes up with "an error occurred while executing the command definition.See the inner exception for details." I tried on another mobile phone, got same error. Please fix.	2
11693	App concept is good but this rating is for the developer. First it was crashing now it's showing timeout error on radius.	2
11694	nice	0
11695	After installing is completed, can't proceed to verify mobile no. No OTP received at all no matter how many times I clicked on "resend".	2
11696	useful app	0
11697	i installed this app as i have to travel to abudhabi from islamabad on 26th of august 2020 but unluckily its not opening i installed it and uninstall it many times but its not working is there any solution for it	2
11698	Useful	0
11699	cannot registered! poor apps!	2
11700	You don't understand..... I will not mail... I had just uninstalled Aarogya Setu app... As it is fake...	1
11701	There are many critical flaws. Too many errors...	1
11702	The app was a good idea but seriously??? I can't even continue through the registration process!	2
11703	Nice app.....	0
11704	This app is Z class app... Who will tell that he is covid-19 + patient.......govt.just fooled us	1
11705	Not give me adenti not opan acont	2
11706	Nice app	0
11707	Want to install but like so many others my mobile number is "invalid" so I can't register	2
11708	Suck battery life faster than PAP suck erp money.	1
11709	Nice	0
11710	Good	0
11711	You have to make sure your phone is up to date with system update. I up dated my S10+ and download this and it works fine.	0
11712	Very nice	0
11713	Bluetooth earpiece and smart watch connection is affected. Intermittent interruption. Need for further improvement.	2
11714	Drains my battery so quickly.	1
11715	Battery drained out like hell. I had charged to 98% at night, did not use the phone overnight ,but when checked the phone in the morning battery level was 30% .	1
11716	I can't key in my personal info, it always has red/incorrect though they are from my work permit, the details are all correct I can't proceed	2
